id,property_type,city,state,price,bedrooms,bathrooms,square_feet,sale_date,buyer_age,buyer_income,buyer_occupation,year_built,garage,lot_area
1008717,Apartment,Ottawa,QC,132043.0,2,3,1837,2017-12-23,63,90295,Manager,1976,1,2712
1008718,Apartment,Vancouver,BC,481871.0,2,2,3866,2021-03-03,60,66774,Engineer,1984,1,5659
1008719,Condo,Toronto,QC,228139.0,2,2,2633,2020-03-23,62,107240,Doctor,2010,0,7998
1008720,Condo,Toronto,AB,333076.0,4,3,3473,2018-04-18,52,46138,Doctor,1993,0,5788
1008721,Apartment,Calgary,AB,944076.0,5,3,2618,2021-05-18,32,43511,Doctor,1998,1,8110
1008722,Condo,Calgary,ON,906450.0,2,3,1951,2018-06-20,34,64197,Artist,1989,1,5276
1008723,Condo,Toronto,ON,139409.0,5,1,3687,2020-09-06,43,77300,Entrepreneur,1964,1,6296
1008724,Condo,Montreal,QC,540324.0,2,1,2394,2015-05-27,38,69190,Manager,2013,0,5219
1008725,House,Toronto,QC,857150.0,5,2,976,2021-06-01,51,119625,Doctor,2016,1,7301
1008726,Condo,Calgary,ON,559457.0,5,1,1607,2018-11-21,54,57290,Teacher,1969,1,9687
1008727,Condo,Toronto,ON,569804.0,5,3,1868,2024-05-06,37,117697,Engineer,1972,0,3265
1008728,Apartment,Vancouver,ON,938202.0,3,3,2599,2019-12-18,61,40758,Artist,1976,1,5261
1008729,Apartment,Ottawa,QC,525672.0,2,2,1439,2019-02-04,51,103122,Entrepreneur,2020,1,2295
1008730,House,Ottawa,ON,487409.0,1,2,1970,2020-02-08,29,131693,Engineer,1992,1,9920
1008731,House,Toronto,AB,477527.0,4,3,3143,2021-07-12,26,70747,Engineer,1969,0,2891
1008732,House,Calgary,BC,822722.0,3,1,1749,2019-07-31,62,116312,Engineer,1972,0,7034
1008733,Condo,Ottawa,QC,303416.0,5,1,3926,2016-07-21,26,40829,Artist,1964,1,4819
1008734,Apartment,Vancouver,ON,448943.0,2,2,1011,2015-12-06,50,56267,Artist,1964,1,2274
1008735,House,Calgary,AB,736200.0,1,3,3113,2018-10-11,63,132174,Engineer,1997,1,5896
1008736,House,Vancouver,ON,630731.0,4,3,3408,2015-07-24,59,121074,Engineer,1956,1,4937
1008737,Apartment,Toronto,ON,627981.0,5,3,2001,2018-09-21,52,79141,Engineer,1967,0,4256
1008738,House,Vancouver,BC,434394.0,5,2,2376,2018-03-28,55,59121,Doctor,1963,1,1831
1008739,Apartment,Montreal,BC,434708.0,4,1,1590,2015-07-16,25,62415,Engineer,2012,1,9856
1008740,Apartment,Vancouver,AB,562067.0,4,2,1245,2015-08-04,61,64670,Engineer,1997,0,9182
1008741,House,Toronto,QC,129070.0,1,1,2213,2019-03-08,28,54405,Artist,1955,1,9981
1008742,House,Ottawa,BC,553009.0,1,1,3995,2021-05-28,29,52726,Engineer,1984,0,2727
1008743,Condo,Toronto,QC,148838.0,5,2,2169,2022-10-29,37,95007,Engineer,1955,0,6718
1008744,Condo,Toronto,QC,792162.0,2,1,1568,2022-01-01,25,83115,Teacher,1956,1,3544
1008745,Apartment,Calgary,BC,160615.0,4,1,1148,2022-04-06,58,99620,Doctor,1982,0,7441
1008746,Apartment,Montreal,AB,643516.0,5,2,3713,2019-12-11,51,82840,Teacher,1980,0,2430
1008747,House,Ottawa,AB,546592.0,5,2,2401,2017-02-08,36,74901,Entrepreneur,1972,1,4936
1008748,Condo,Vancouver,ON,618506.0,4,3,3512,2019-01-24,39,69532,Teacher,2001,1,8371
1008749,House,Montreal,QC,118549.0,4,3,3617,2023-06-15,28,101854,Teacher,1965,0,7695
1008750,Condo,Ottawa,AB,233350.0,4,2,3748,2023-03-07,33,70876,Engineer,1982,1,7940
1008751,Condo,Vancouver,AB,786124.0,2,3,3414,2015-03-20,32,127054,Doctor,1980,1,7489
1008752,House,Montreal,BC,708833.0,3,1,1007,2017-06-12,39,102080,Doctor,1951,1,2232
1008753,Apartment,Toronto,ON,779201.0,1,1,3274,2024-12-20,45,95003,Entrepreneur,2003,1,6373
1008754,Condo,Ottawa,ON,579636.0,4,1,3146,2021-05-01,30,82966,Engineer,2007,1,8203
1008755,Condo,Toronto,AB,556879.0,2,1,3060,2023-07-08,55,87453,Entrepreneur,2013,0,1366
1008756,Apartment,Vancouver,ON,972608.0,1,2,3545,2015-05-28,38,84753,Manager,2007,1,5958
1008757,House,Calgary,QC,953879.0,4,2,1242,2020-10-14,29,78737,Doctor,2006,1,3551
1008758,House,Calgary,AB,268038.0,3,3,2939,2019-06-28,55,71955,Artist,1959,1,9644
1008759,House,Toronto,ON,740198.0,1,2,1945,2023-05-09,44,75950,Teacher,1962,0,6198
1008760,Condo,Calgary,ON,838830.0,3,1,1577,2021-04-09,33,61115,Entrepreneur,1971,0,8528
1008761,House,Calgary,ON,223336.0,3,3,3769,2021-12-04,59,86225,Teacher,1960,0,2244
1008762,Apartment,Toronto,QC,448829.0,2,2,3090,2015-12-26,53,147731,Artist,2017,1,4943
1008763,Condo,Vancouver,BC,421323.0,3,1,2149,2017-02-18,53,124737,Manager,2011,1,9168
1008764,Apartment,Ottawa,QC,434450.0,1,2,828,2017-03-17,63,130778,Doctor,1984,0,1621
1008765,Condo,Calgary,ON,122779.0,3,3,1082,2023-05-01,63,46932,Teacher,1991,1,9788
1008766,Apartment,Montreal,ON,953492.0,3,3,3131,2020-12-18,64,73444,Engineer,1996,0,2932
1008767,Apartment,Vancouver,AB,963248.0,4,3,2561,2017-08-05,52,79446,Manager,1998,0,6409
1008768,House,Vancouver,ON,590856.0,2,3,3801,2020-03-09,48,116311,Teacher,1990,1,1222
1008769,Condo,Vancouver,ON,724550.0,5,1,3897,2021-07-27,49,84277,Entrepreneur,1950,1,7571
1008770,Condo,Calgary,ON,458191.0,1,1,873,2016-09-15,38,125416,Doctor,1957,1,8919
1008771,Condo,Vancouver,QC,749044.0,2,1,3362,2020-01-14,57,100133,Doctor,2007,0,5681
1008772,Apartment,Calgary,ON,841250.0,1,1,2627,2016-04-07,36,82734,Teacher,1981,0,5135
1008773,House,Vancouver,QC,560196.0,4,2,1375,2023-12-09,60,73864,Engineer,1999,0,1751
1008774,Condo,Ottawa,QC,628380.0,2,2,3158,2021-07-29,54,88992,Teacher,2005,1,3913
1008775,Apartment,Toronto,ON,778160.0,4,1,3876,2021-04-21,33,40138,Manager,1999,1,5157
1008776,Apartment,Toronto,AB,778480.0,5,3,2064,2024-10-21,62,107552,Doctor,1953,1,1676
1008777,House,Calgary,ON,235369.0,2,1,1643,2020-04-21,53,76515,Manager,1974,1,9681
1008778,House,Vancouver,AB,558953.0,2,1,3290,2020-01-01,57,70514,Engineer,1966,1,8128
1008779,Condo,Montreal,ON,232632.0,4,3,2377,2024-05-22,55,132182,Entrepreneur,1978,0,1605
1008780,Condo,Ottawa,ON,397487.0,1,3,2790,2020-11-21,37,139378,Engineer,1976,1,2834
1008781,House,Toronto,BC,973142.0,4,1,3270,2020-03-29,32,41029,Artist,1975,0,1137
1008782,Condo,Montreal,ON,750341.0,1,1,3789,2022-05-24,53,79256,Engineer,2003,1,8586
1008783,Apartment,Toronto,BC,700309.0,4,2,3144,2023-04-08,46,44216,Manager,1969,0,1352
1008784,House,Montreal,BC,974271.0,5,3,3424,2024-07-09,35,112088,Manager,2000,0,5574
1008785,Apartment,Vancouver,BC,447326.0,3,3,1582,2020-01-19,34,133728,Teacher,2011,0,6708
1008786,Condo,Calgary,ON,149203.0,4,3,3835,2016-03-27,26,89455,Doctor,2019,1,1100
1008787,House,Vancouver,BC,320440.0,2,3,1563,2016-03-05,35,65009,Doctor,1976,0,2085
1008788,House,Toronto,ON,612396.0,4,3,3376,2021-04-27,42,86818,Teacher,2011,1,7461
1008789,House,Vancouver,ON,652298.0,3,3,3404,2016-08-31,25,119849,Doctor,1950,0,2826
1008790,House,Vancouver,BC,392431.0,3,2,3254,2021-10-03,29,68704,Teacher,2009,1,8997
1008791,Condo,Toronto,ON,746513.0,5,3,3118,2018-02-28,44,88642,Engineer,1952,1,7661
1008792,Apartment,Ottawa,ON,954888.0,1,1,1358,2019-11-10,46,100774,Teacher,2004,1,4830
1008793,House,Montreal,ON,605171.0,4,3,3447,2021-05-17,25,140041,Manager,2022,1,6977
1008794,House,Calgary,ON,786619.0,1,3,3590,2022-04-25,50,93941,Engineer,1956,0,2500
1008795,Apartment,Toronto,QC,795483.0,5,1,1278,2020-05-07,52,46121,Engineer,1963,0,2891
1008796,Condo,Vancouver,ON,570023.0,1,3,2547,2017-08-30,45,42684,Entrepreneur,1951,0,7552
1008797,Condo,Montreal,BC,240792.0,3,2,3724,2015-08-20,43,100217,Doctor,1978,0,3728
1008798,House,Toronto,QC,544830.0,4,1,1222,2024-12-01,59,102261,Manager,2005,1,7623
1008799,House,Montreal,AB,167573.0,4,2,1623,2016-10-04,41,101453,Artist,2006,1,3631
1008800,Apartment,Toronto,ON,965499.0,4,2,2760,2016-04-03,26,121546,Artist,2022,1,3226
1008801,House,Ottawa,AB,121980.0,4,1,2668,2016-11-08,46,144117,Doctor,1950,0,6471
1008802,Apartment,Calgary,ON,961801.0,2,2,3395,2017-03-10,63,91955,Doctor,1953,1,8210
1008803,House,Toronto,AB,479197.0,4,2,2828,2016-04-29,44,89948,Entrepreneur,1952,0,5139
1008804,Apartment,Vancouver,ON,632068.0,3,3,3580,2019-08-19,62,41319,Teacher,1982,1,5086
1008805,Condo,Vancouver,ON,304713.0,2,3,1234,2017-12-17,49,117115,Manager,1977,1,5792
1008806,Condo,Montreal,QC,179611.0,4,2,3622,2019-05-01,60,100600,Manager,2006,0,3172
1008807,Apartment,Toronto,AB,297587.0,1,3,1213,2023-11-19,33,102065,Manager,2003,1,9151
1008808,House,Montreal,AB,465508.0,5,1,2686,2021-11-20,29,81382,Engineer,1952,1,7883
1008809,House,Calgary,ON,406266.0,1,1,2394,2015-03-17,50,71024,Artist,1992,1,8571
1008810,House,Vancouver,AB,631748.0,2,1,1347,2023-09-29,27,82191,Doctor,1967,1,5404
1008811,Apartment,Ottawa,BC,225982.0,4,1,1862,2019-01-08,34,96556,Artist,1989,1,4648
1008812,Apartment,Montreal,ON,175359.0,1,3,2112,2024-10-21,46,68575,Artist,1996,0,1889
1008813,House,Vancouver,QC,543216.0,3,1,3375,2021-08-20,33,101767,Artist,1986,1,9512
1008814,Apartment,Toronto,ON,185782.0,3,1,2054,2023-10-29,40,74472,Doctor,1970,1,6548
1008815,Apartment,Ottawa,ON,914063.0,3,1,955,2019-08-19,49,64308,Entrepreneur,2010,1,2115
1008816,Apartment,Toronto,QC,337484.0,3,1,2621,2019-02-12,28,98726,Entrepreneur,2013,0,7330
1008817,Condo,Ottawa,QC,112328.0,3,2,1496,2023-08-15,42,117892,Teacher,1968,1,1143
1008818,Condo,Calgary,ON,129924.0,1,3,1107,2017-06-04,32,78333,Artist,1992,0,4054
1008819,Condo,Montreal,ON,580120.0,3,3,3232,2015-09-15,49,72183,Entrepreneur,2001,1,5098
1008820,Apartment,Ottawa,ON,699663.0,3,3,1928,2017-08-12,25,112518,Engineer,2012,0,8221
1008821,Apartment,Ottawa,ON,792109.0,3,1,2302,2022-09-12,35,148266,Artist,2020,0,1606
1008822,House,Vancouver,AB,995995.0,2,1,3379,2018-12-09,46,100294,Manager,1960,1,6474
1008823,House,Ottawa,ON,237103.0,4,3,1478,2021-05-21,40,51017,Doctor,1989,0,9013
1008824,Condo,Vancouver,ON,888604.0,1,2,2965,2020-08-28,48,88905,Doctor,2004,0,5576
1008825,Condo,Calgary,BC,154551.0,2,1,2731,2018-06-10,30,89642,Entrepreneur,1982,1,4555
1008826,Apartment,Calgary,ON,773474.0,1,3,2146,2017-10-13,26,137341,Artist,1956,1,5342
1008827,House,Toronto,AB,995884.0,1,1,1593,2024-09-09,47,100728,Doctor,1970,0,7160
1008828,House,Montreal,ON,288988.0,2,2,910,2021-07-02,45,134822,Manager,1953,1,3603
1008829,Condo,Calgary,ON,466482.0,4,1,3941,2015-07-22,57,121904,Engineer,2006,1,3357
1008830,House,Calgary,QC,177519.0,4,2,2682,2018-10-21,29,60204,Engineer,2022,0,5336
1008831,House,Calgary,AB,543675.0,5,1,813,2021-09-07,31,52696,Engineer,1987,0,6491
1008832,Apartment,Vancouver,QC,733924.0,5,2,3435,2023-12-11,36,130049,Teacher,1954,0,4243
1008833,House,Calgary,AB,682023.0,3,2,1976,2022-02-02,45,138391,Teacher,1966,0,6648
1008834,Condo,Calgary,QC,152622.0,4,1,2037,2022-11-20,41,80055,Engineer,1965,0,4753
1008835,Condo,Calgary,ON,976021.0,3,3,2409,2022-10-25,30,99752,Manager,2018,1,3959
1008836,Condo,Vancouver,ON,880488.0,1,2,1893,2020-12-28,61,95321,Teacher,1967,0,5992
1008837,House,Toronto,ON,364081.0,3,2,2357,2019-10-28,44,65618,Engineer,1982,0,7523
1008838,Apartment,Vancouver,ON,264371.0,4,3,3879,2020-08-20,39,62212,Artist,1971,0,3801
1008839,Condo,Montreal,QC,216963.0,1,2,3651,2015-04-24,52,89364,Doctor,1957,1,2887
1008840,House,Vancouver,ON,705242.0,2,1,3142,2018-02-01,47,45710,Engineer,2015,0,8077
1008841,Condo,Ottawa,ON,182667.0,5,1,3069,2018-10-20,39,85945,Engineer,2004,0,2648
1008842,Apartment,Montreal,ON,927033.0,1,1,2604,2020-11-29,36,64458,Engineer,1992,1,2615
1008843,Apartment,Montreal,ON,421473.0,2,3,2705,2015-12-08,44,97335,Engineer,2011,1,3486
1008844,Apartment,Montreal,BC,920133.0,3,1,1214,2023-11-19,40,114664,Manager,1951,1,5308
1008845,Apartment,Ottawa,ON,945701.0,2,2,3683,2016-12-29,62,69161,Engineer,1953,0,3288
1008846,Apartment,Ottawa,ON,501410.0,3,3,2558,2021-11-26,51,140531,Doctor,1952,0,8728
1008847,Condo,Calgary,BC,107060.0,3,1,2621,2015-10-21,55,100065,Engineer,1996,1,5048
1008848,Condo,Vancouver,QC,152694.0,1,1,2410,2020-01-28,47,122296,Entrepreneur,1966,0,3880
1008849,House,Toronto,ON,361721.0,5,1,1739,2015-08-29,33,83579,Artist,1994,0,6803
1008850,House,Ottawa,AB,178640.0,4,3,3860,2015-03-07,28,64228,Doctor,1972,0,7823
1008851,House,Calgary,QC,118937.0,3,3,2455,2017-02-20,31,87326,Manager,1983,1,9882
1008852,Condo,Calgary,BC,704949.0,3,3,1648,2016-01-02,42,80169,Entrepreneur,2018,1,9280
1008853,Apartment,Toronto,ON,515827.0,3,2,1540,2021-04-25,63,108864,Engineer,1982,1,6393
1008854,Apartment,Vancouver,BC,974924.0,3,1,3371,2017-04-03,57,143987,Artist,2017,1,6273
1008855,House,Toronto,ON,921243.0,3,1,1850,2016-05-27,41,51703,Artist,1951,1,6354
1008856,Condo,Montreal,AB,324671.0,1,2,2043,2023-01-08,43,142919,Doctor,1984,0,6669
1008857,Condo,Calgary,ON,714767.0,3,1,3966,2022-12-25,31,117883,Artist,2003,1,3085
1008858,Condo,Calgary,QC,266657.0,4,2,2790,2018-03-08,49,46830,Doctor,1975,0,7352
1008859,Condo,Toronto,BC,692815.0,2,1,1638,2019-12-11,64,72549,Teacher,2019,0,9746
1008860,House,Vancouver,ON,264199.0,3,1,3945,2017-03-19,42,69691,Manager,1978,0,6208
1008861,House,Vancouver,BC,409093.0,4,1,2126,2022-04-12,61,149474,Entrepreneur,2008,0,4500
1008862,House,Ottawa,BC,132029.0,5,1,1603,2019-04-09,36,148412,Manager,2006,0,1224
1008863,Apartment,Montreal,AB,404799.0,4,2,2907,2022-10-10,35,105029,Entrepreneur,2000,1,9688
1008864,Condo,Montreal,QC,645562.0,5,3,1514,2022-05-09,30,49615,Manager,1972,1,6243
1008865,House,Vancouver,QC,486989.0,2,3,3533,2015-08-22,48,71909,Doctor,1965,1,8098
1008866,House,Calgary,ON,368758.0,3,3,1969,2022-06-03,47,102255,Entrepreneur,1983,0,4811
1008867,House,Calgary,ON,167406.0,1,1,1527,2020-04-12,29,99922,Teacher,1972,0,1143
1008868,Apartment,Ottawa,ON,979803.0,5,3,3943,2017-02-12,29,119877,Engineer,2003,1,7080
1008869,House,Montreal,ON,806146.0,2,3,2035,2018-07-16,36,113453,Teacher,2014,0,1956
1008870,House,Ottawa,ON,703624.0,2,3,2225,2017-09-10,35,81306,Artist,1996,1,3780
1008871,Apartment,Toronto,ON,409553.0,4,2,3617,2020-06-04,33,143260,Entrepreneur,2000,1,3050
1008872,Apartment,Ottawa,ON,594826.0,1,1,2623,2023-05-29,26,57933,Engineer,2015,1,2680
1008873,Condo,Montreal,AB,526946.0,2,2,906,2022-02-05,27,98317,Artist,1959,1,9657
1008874,House,Montreal,ON,191982.0,2,1,2340,2024-10-03,61,113282,Entrepreneur,1973,0,3419
1008875,House,Toronto,ON,831739.0,5,3,1888,2015-11-09,52,134626,Engineer,1993,1,6689
1008876,House,Ottawa,AB,105543.0,5,2,3751,2021-06-04,26,59012,Entrepreneur,1997,1,7881
1008877,Condo,Ottawa,ON,730409.0,2,3,3596,2015-04-16,25,114743,Engineer,2017,1,7460
1008878,Condo,Vancouver,ON,740685.0,4,1,1832,2024-02-19,41,101528,Manager,1982,0,1681
1008879,Apartment,Ottawa,QC,251509.0,3,1,2908,2020-12-16,38,143856,Artist,1981,0,8519
1008880,House,Montreal,ON,218146.0,5,2,1588,2021-02-02,30,79593,Teacher,2010,1,1468
1008881,Apartment,Toronto,QC,634705.0,1,3,3622,2018-09-02,43,132795,Artist,2002,1,5690
1008882,House,Calgary,QC,148934.0,5,2,3336,2017-01-08,39,46033,Doctor,1965,1,3641
1008883,Apartment,Vancouver,ON,227717.0,4,2,898,2022-01-24,43,139618,Artist,1951,1,3732
1008884,Condo,Calgary,ON,218883.0,2,2,3496,2018-06-18,61,93801,Manager,2011,0,2755
1008885,House,Toronto,BC,868939.0,2,1,1818,2017-02-09,37,85265,Teacher,1963,1,8001
1008886,Apartment,Calgary,QC,970209.0,5,3,3894,2016-05-26,49,92369,Entrepreneur,1999,0,4972
1008887,House,Toronto,AB,882517.0,1,3,2542,2024-01-24,54,137991,Entrepreneur,1950,1,1828
1008888,Apartment,Montreal,ON,601688.0,2,3,3600,2020-10-21,63,141050,Entrepreneur,1981,1,7170
1008889,Condo,Calgary,QC,339320.0,4,1,1290,2019-07-19,29,66819,Engineer,2002,0,3649
1008890,House,Vancouver,BC,467781.0,3,3,1937,2016-12-10,39,88024,Entrepreneur,1967,1,6397
1008891,Condo,Montreal,QC,535197.0,3,1,3711,2015-01-19,42,62312,Engineer,1957,0,6973
1008892,House,Montreal,QC,550196.0,1,2,1534,2020-06-06,43,100002,Entrepreneur,1962,1,1884
1008893,Condo,Toronto,AB,984793.0,1,2,2625,2024-11-20,60,42922,Artist,1974,1,2361
1008894,Condo,Ottawa,ON,820979.0,1,2,3086,2016-11-28,28,137753,Engineer,1973,0,3332
1008895,Condo,Montreal,ON,163050.0,4,3,3996,2021-01-21,42,74656,Engineer,1951,1,3802
1008896,Apartment,Calgary,ON,939747.0,3,2,3059,2024-03-11,42,109739,Manager,2011,1,5724
1008897,Condo,Toronto,BC,599149.0,5,3,3976,2022-04-19,58,63228,Engineer,1983,0,6282
1008898,Condo,Calgary,ON,939481.0,3,2,2731,2018-11-21,54,109573,Manager,1976,1,6173
1008899,Apartment,Ottawa,ON,292677.0,3,3,3660,2019-06-26,41,119876,Entrepreneur,1978,0,3635
1008900,Apartment,Toronto,ON,426777.0,1,1,1775,2020-11-17,47,125305,Engineer,1963,0,7650
1008901,House,Ottawa,ON,763757.0,3,2,1879,2019-11-20,46,54420,Entrepreneur,1980,0,1960
1008902,House,Toronto,ON,954071.0,1,3,1007,2019-01-28,25,66353,Entrepreneur,1998,1,2305
1008903,House,Montreal,ON,202143.0,5,2,1997,2018-10-02,36,104594,Engineer,1952,1,7082
1008904,Apartment,Montreal,AB,119853.0,1,2,3949,2017-02-05,49,116177,Doctor,2011,1,8311
1008905,Condo,Toronto,BC,446456.0,5,3,2399,2017-10-06,50,108410,Teacher,1962,0,3502
1008906,House,Vancouver,ON,690098.0,4,3,1373,2019-08-21,30,63621,Teacher,1993,0,4613
1008907,House,Montreal,ON,311067.0,2,2,3587,2018-06-10,51,95857,Artist,1989,1,4435
1008908,Condo,Montreal,AB,322840.0,1,2,2868,2022-12-14,63,86224,Manager,1992,0,8921
1008909,Apartment,Toronto,ON,147862.0,5,3,945,2017-02-18,61,52619,Manager,1969,1,5422
1008910,House,Ottawa,ON,951450.0,5,2,2901,2018-01-28,28,43652,Artist,1974,0,5058
1008911,House,Calgary,ON,769003.0,5,1,1368,2019-03-08,40,143774,Doctor,1967,1,9072
1008912,House,Calgary,BC,888351.0,5,3,2775,2024-02-04,28,72025,Doctor,1977,1,4330
1008913,Apartment,Toronto,BC,383202.0,4,2,3759,2022-06-28,39,62637,Manager,1950,0,5578
1008914,Condo,Ottawa,QC,214404.0,3,3,917,2020-04-13,49,126639,Entrepreneur,1966,0,1588
1008915,Condo,Montreal,BC,443989.0,1,2,2776,2018-10-26,47,120336,Doctor,1997,1,6237
1008916,Apartment,Montreal,ON,751868.0,3,3,3003,2019-06-23,58,113043,Entrepreneur,1996,1,4147
1008917,Condo,Montreal,AB,280251.0,2,2,3346,2022-04-08,26,86377,Manager,2003,1,3715
1008918,House,Calgary,QC,218485.0,3,1,3483,2020-09-03,57,101865,Artist,1973,0,2479
1008919,Condo,Toronto,ON,971296.0,1,3,3349,2020-03-30,26,76694,Doctor,1995,1,7043
1008920,House,Vancouver,BC,223787.0,5,3,3226,2019-02-11,34,59722,Teacher,1953,1,2509
1008921,House,Vancouver,QC,779383.0,2,2,1394,2021-01-26,54,107777,Artist,2020,0,4567
1008922,Apartment,Toronto,ON,623710.0,2,2,2671,2021-05-03,45,101905,Engineer,2007,1,9984
1008923,Apartment,Ottawa,ON,435292.0,1,1,849,2018-05-28,63,61248,Entrepreneur,1956,0,5959
1008924,Apartment,Montreal,BC,842786.0,4,1,1336,2022-11-07,49,76677,Engineer,1961,1,4390
1008925,House,Toronto,BC,513690.0,3,1,2957,2024-03-31,42,50420,Manager,1991,1,8435
1008926,Apartment,Montreal,QC,185632.0,2,2,2467,2019-06-22,44,114625,Artist,1967,1,3316
1008927,Apartment,Toronto,ON,499056.0,3,1,2340,2017-01-19,58,68859,Artist,1978,0,8288
1008928,Apartment,Vancouver,QC,193826.0,5,3,3305,2017-07-28,64,129445,Manager,1963,1,4025
1008929,Condo,Ottawa,AB,786728.0,2,3,3760,2017-02-15,45,85148,Manager,1958,1,8737
1008930,House,Ottawa,QC,225073.0,4,2,3481,2022-12-04,46,147641,Manager,1957,1,8519
1008931,Condo,Calgary,AB,598272.0,5,1,3423,2021-03-15,63,50474,Artist,1952,1,6655
1008932,House,Ottawa,ON,138890.0,1,1,3706,2019-08-19,49,113063,Entrepreneur,1994,1,7563
1008933,Condo,Vancouver,ON,719801.0,4,1,2718,2022-09-25,36,66028,Engineer,1994,0,1547
1008934,Apartment,Toronto,BC,506007.0,5,3,3227,2023-06-16,64,69712,Doctor,1959,0,7373
1008935,Apartment,Vancouver,BC,430389.0,5,1,3792,2018-08-24,43,143057,Entrepreneur,1952,0,1439
1008936,Apartment,Toronto,AB,316571.0,5,1,2178,2018-10-15,31,138839,Entrepreneur,1973,0,5418
1008937,Apartment,Vancouver,AB,859544.0,5,2,2517,2022-07-04,55,147354,Artist,1989,1,5341
1008938,Apartment,Montreal,BC,921074.0,2,3,1044,2020-07-29,40,43356,Entrepreneur,2004,0,4268
1008939,Condo,Ottawa,BC,833509.0,2,2,3719,2016-04-05,53,140836,Artist,1991,1,3513
1008940,Apartment,Calgary,ON,154681.0,3,2,1101,2023-05-02,59,75854,Manager,2015,1,3209
1008941,Condo,Montreal,QC,361076.0,5,2,2679,2023-10-25,36,145159,Teacher,1954,0,8274
1008942,Apartment,Montreal,BC,360925.0,2,1,1270,2024-01-12,56,71444,Entrepreneur,2003,1,6956
1008943,House,Toronto,ON,483812.0,5,3,3797,2016-02-10,29,112446,Teacher,1997,0,4173
1008944,Apartment,Toronto,QC,416113.0,5,1,2433,2020-03-17,49,83767,Entrepreneur,2021,0,1274
1008945,Condo,Vancouver,BC,922399.0,1,3,1116,2017-02-24,39,74513,Teacher,1990,1,5645
1008946,Apartment,Ottawa,BC,168588.0,3,3,2257,2015-01-05,50,139277,Doctor,1957,1,3849
1008947,Apartment,Calgary,QC,301619.0,5,1,2616,2023-09-23,64,67751,Entrepreneur,1977,1,5959
1008948,House,Toronto,ON,882325.0,3,2,3559,2017-05-16,35,46857,Teacher,2010,1,9248
1008949,Condo,Vancouver,BC,217147.0,3,3,2320,2017-02-04,54,96634,Teacher,1961,0,6780
1008950,House,Toronto,QC,852312.0,3,3,1531,2020-04-18,47,118323,Teacher,1973,1,4393
1008951,Apartment,Vancouver,BC,346436.0,3,2,2294,2017-12-12,49,139565,Entrepreneur,1950,1,3411
1008952,Apartment,Ottawa,AB,835026.0,2,1,3254,2020-08-27,51,81705,Artist,2012,1,2272
1008953,Apartment,Vancouver,QC,884968.0,3,1,1353,2016-09-29,52,51036,Entrepreneur,1950,0,1373
1008954,Condo,Ottawa,QC,933241.0,1,3,3144,2022-06-07,45,59404,Teacher,1992,0,2772
1008955,Condo,Montreal,BC,641930.0,2,1,3783,2019-09-11,40,89113,Teacher,2022,0,3995
1008956,Condo,Calgary,AB,744742.0,5,1,2094,2022-01-27,63,83199,Doctor,1982,0,1475
1008957,House,Toronto,ON,355154.0,3,3,3494,2020-06-23,62,128520,Engineer,2006,1,6463
1008958,House,Montreal,QC,593625.0,1,2,1647,2018-11-14,57,98671,Doctor,1970,1,8032
1008959,Apartment,Calgary,ON,353960.0,1,3,3410,2018-06-13,52,140574,Engineer,2015,1,2179
1008960,Condo,Montreal,QC,691904.0,1,1,1369,2019-10-31,61,98073,Doctor,1968,1,9248
1008961,Condo,Montreal,ON,712053.0,5,2,3931,2023-01-02,30,98689,Doctor,2005,0,3583
1008962,Condo,Ottawa,ON,764000.0,3,2,3219,2020-10-27,47,46211,Engineer,2005,1,8947
1008963,Condo,Ottawa,QC,234279.0,5,2,2323,2016-04-20,47,137125,Doctor,2005,1,8336
1008964,Condo,Calgary,AB,744145.0,3,2,3421,2022-08-18,43,133748,Artist,1983,0,6318
1008965,House,Vancouver,QC,971286.0,4,1,3644,2015-11-02,47,69785,Manager,2011,0,1498
1008966,Apartment,Calgary,BC,930255.0,4,2,1947,2019-07-23,61,148020,Engineer,1977,1,9314
1008967,Apartment,Toronto,BC,200414.0,5,1,3106,2020-02-04,60,144589,Engineer,2010,1,7956
1008968,House,Vancouver,BC,365190.0,5,2,1466,2019-06-12,43,93309,Doctor,1982,0,4458
1008969,Apartment,Toronto,ON,361756.0,3,2,2828,2018-12-09,58,111930,Teacher,2022,0,7875
1008970,Condo,Montreal,QC,911096.0,2,1,3277,2019-10-29,62,147136,Engineer,1969,1,2256
1008971,Condo,Ottawa,BC,857088.0,3,3,3776,2016-12-15,54,49822,Teacher,1989,0,2424
1008972,Apartment,Ottawa,ON,772200.0,5,1,2884,2022-01-29,47,46633,Doctor,2018,1,2434
1008973,Apartment,Toronto,BC,947735.0,3,1,1046,2016-12-16,35,134097,Entrepreneur,2004,0,3469
1008974,Condo,Calgary,ON,607371.0,3,3,1527,2017-04-11,61,83758,Teacher,2011,0,1908
1008975,Apartment,Vancouver,QC,571531.0,4,3,3381,2021-01-05,35,61230,Entrepreneur,1996,0,7172
1008976,House,Toronto,QC,265104.0,3,3,1296,2016-12-02,27,101615,Entrepreneur,1961,0,2049
1008977,Condo,Ottawa,BC,402288.0,2,1,2902,2022-10-29,37,146361,Artist,1966,1,7671
